tier,epochs,has_redshift,anchor_phase_days,median,percentile_16,percentile_84,minimum,maximum
deep,1,True,4.63,0.9999356269836426,0.999933967590332,0.9999370574951172,0.9999314546585083,0.9999397993087769
deep,1,True,4.73,0.9999346733093262,0.9999328947067261,0.9999361038208008,0.9999302625656128,0.99993896484375
deep,1,True,4.83,0.999933660030365,0.9999318218231201,0.9999351406097412,0.9999290704727173,0.9999380111694336
deep,1,True,4.93,0.9999326467514038,0.9999307489395142,0.9999340772628784,0.9999278783798218,0.9999370574951172
deep,1,True,5.03,0.9999315738677979,0.9999295663833618,0.9999331140518188,0.9999266862869263,0.9999361038208008
deep,1,True,5.13,0.9999303817749023,0.9999283742904663,0.9999320411682129,0.9999254941940308,0.9999351501464844
deep,1,True,5.23,0.9999293088912964,0.9999271821975708,0.9999309682846069,0.9999241828918457,0.999934196472168
deep,1,True,5.33,0.9999281167984009,0.9999259805679321,0.9999297857284546,0.9999228715896606,0.999933123588562
deep,2,False,1.43,0.9991610646247864,0.9991019678115844,0.9991947913169861,0.9990348815917969,0.9992387294769287
deep,2,False,1.53,0.999198317527771,0.9991397714614868,0.9992321443557739,0.9990719556808472,0.9992758631706238
deep,2,False,1.63,0.9992351531982422,0.9991772532463074,0.9992685627937317,0.9991090893745422,0.9993122816085815
deep,2,False,1.73,0.9992715120315552,0.9992142391204833,0.9993043756484985,0.9991459846496582,0.9993477463722229
deep,2,False,1.83,0.9993071556091309,0.999250967502594,0.9993395924568176,0.9991827607154846,0.9993818998336792
deep,2,False,1.93,0.9993422627449036,0.9992872643470764,0.9993741631507873,0.9992191791534424,0.9994145631790161
deep,2,False,2.03,0.9993765950202942,0.9993231344223023,0.9994073820114135,0.9992554783821106,0.999445378780365
deep,2,False,2.13,0.9994093179702759,0.9993581748008729,0.9994386124610901,0.9992914199829102,0.999473512172699
deep,2,False,2.23,0.999439537525177,0.9993921613693237,0.9994665932655334,0.9993271827697754,0.9994980096817017
deep,2,False,2.33,0.9994649887084961,0.9994239902496338,0.9994887447357178,0.9993621706962585,0.9995170831680298
deep,2,False,2.43,0.9994762539863586,0.9994427943229676,0.9994991350173951,0.9993859529495239,0.999525785446167
deep,2,False,2.53,0.9994732141494751,0.9994421410560608,0.9994962549209595,0.9993888139724731,0.999523401260376
deep,2,False,2.63,0.9994690418243408,0.9994411158561707,0.9994931030273437,0.9993917942047119,0.9995214939117432
deep,2,False,2.73,0.9994648694992065,0.9994372582435608,0.9994903755187988,0.9993941783905029,0.9995204210281372
deep,2,False,2.83,0.9994614720344543,0.9994327282905578,0.9994889402389526,0.9993951320648193,0.9995208978652954
deep,2,False,2.93,0.9994582533836365,0.9994269466400146,0.9994886827468872,0.9993942975997925,0.9995228052139282
deep,2,False,3.03,0.9994571208953857,0.9994225215911865,0.9994894981384277,0.9993917942047119,0.9995255470275879
deep,2,False,3.13,0.9994571208953857,0.9994190073013306,0.9994913482666016,0.9993882179260254,0.9995290040969849
deep,2,False,3.23,0.9994584321975708,0.9994174337387085,0.9994936847686767,0.9993834495544434,0.9995325803756714
deep,2,False,3.33,0.9994609951972961,0.9994166564941406,0.9994965171813965,0.9993778467178345,0.9995362758636475
deep,2,False,3.43,0.9994824528694153,0.9994355511665344,0.9995170974731445,0.9993880987167358,0.9995564818382263
deep,2,False,3.53,0.9995455741882324,0.9994989919662476,0.9995813584327697,0.999442994594574,0.999618649482727
deep,2,False,3.63,0.9996087551116943,0.9995601868629456,0.9996478223800659,0.999503493309021,0.9996815919876099
deep,2,False,3.73,0.9996743202209473,0.9996203231811523,0.9997072625160217,0.9995637536048889,0.9997298121452332
deep,2,False,3.83,0.9997272491455078,0.9996841096878052,0.9997513556480407,0.9996225833892822,0.9997692704200745
