tier,epochs,has_redshift,anchor_phase_days,median,percentile_16,percentile_84,minimum,maximum
wide,2,False,2.33,0.9996547102928162,0.9996231031417847,0.9996818542480469,0.9995996356010437,0.9997264742851257
wide,2,False,2.43,0.9996451139450073,0.9996065211296081,0.9996734046936036,0.9995895028114319,0.9997280240058899
wide,2,False,2.53,0.9996404051780701,0.9995992350578308,0.9996708297729492,0.9995816349983215,0.9997307658195496
wide,2,False,2.63,0.9996359348297119,0.9995926785469055,0.9996677541732788,0.999572217464447,0.9997329115867615
wide,2,False,2.73,0.9996315240859985,0.9995861220359802,0.9996671104431152,0.9995627999305725,0.999734103679657
wide,2,False,2.83,0.9996258616447449,0.9995764327049256,0.9996674823760986,0.9995490908622742,0.9997346997261047
wide,2,False,2.93,0.999622106552124,0.9995676970481873,0.9996687793731689,0.9995362758636475,0.9997344613075256
wide,2,False,3.03,0.9996190071105957,0.9995593571662903,0.9996709060668946,0.9995255470275879,0.9997333884239197
wide,2,False,3.13,0.9996176362037659,0.9995541024208069,0.9996740150451661,0.9995137453079224,0.9997323155403137
wide,2,False,3.23,0.9996165037155151,0.999548795223236,0.9996758031845093,0.9995036125183105,0.9997310042381287
wide,2,False,3.33,0.9996152520179749,0.9995423889160157,0.9996767568588257,0.9994934797286987,0.9997294545173645
wide,2,False,3.43,0.9996166229248047,0.9995372152328491,0.999676742553711,0.9994854927062988,0.9997279047966003
wide,2,False,3.53,0.9996219277381897,0.9995376920700073,0.9996788167953491,0.9994828701019287,0.9997288584709167
wide,2,False,3.63,0.9996271133422852,0.9995391130447387,0.9996803569793701,0.9994809031486511,0.9997301697731018
wide,2,False,3.73,0.9996312856674194,0.999541392326355,0.9996813154220581,0.9994791150093079,0.9997318387031555
wide,2,False,3.83,0.9996355772018433,0.9995461106300354,0.9996824979782104,0.9994779229164124,0.9997336268424988
wide,2,False,3.93,0.9996384978294373,0.9995523524284363,0.9996849870681763,0.9994779229164124,0.999735414981842
wide,2,False,4.03,0.9996394515037537,0.999560010433197,0.9996842861175537,0.9994787573814392,0.9997372031211853
wide,2,False,4.13,0.9996407628059387,0.9995663189888,0.9996843814849854,0.9994799494743347,0.9997389912605286
wide,2,False,4.23,0.9996424913406372,0.9995695185661316,0.9996855115890503,0.9994823932647705,0.9997408986091614
wide,2,False,4.33,0.9996430277824402,0.9995742630958557,0.9996881055831909,0.9994884729385376,0.9997431635856628
wide,2,False,4.43,0.9996715784072876,0.999607903957367,0.99971524477005,0.9995336532592773,0.999767005443573
wide,2,False,4.53,0.9997530579566956,0.9996985816955566,0.9997903895378113,0.9996479749679565,0.9998461008071899
wide,2,False,4.63,0.9998248815536499,0.9997772955894471,0.9998835325241089,0.9997393488883972,0.9999117851257324
wide,2,False,4.73,0.9999050498008728,0.9998532104492187,0.999924201965332,0.9998117089271545,0.9999445676803589
wide,2,False,4.83,0.9999387860298157,0.9999162197113037,0.9999509906768799,0.9998956918716431,0.9999632835388184
wide,2,False,4.93,0.9999590516090393,0.999946231842041,0.9999663352966308,0.9999290704727173,0.9999746084213257
wide,2,False,5.03,0.9999717473983765,0.9999634790420532,0.9999766063690185,0.999954104423523,0.9999817609786987
wide,2,False,5.13,0.999980092048645,0.9999748945236206,0.9999830722808838,0.9999682903289795,0.9999862909317017
wide,2,False,5.23,0.9999853372573853,0.9999820280075074,0.9999872446060181,0.999977707862854,0.9999891519546509
wide,2,False,5.33,0.9999887943267822,0.9999865484237671,0.9999899864196777,0.9999836683273315,0.9999910593032837
wide,2,True,1.43,0.9999532103538513,0.9999489164352418,0.9999568367004394,0.9999421834945679,0.9999608993530273
wide,2,True,1.53,0.999954342842102,0.9999502182006836,0.999958028793335,0.9999433755874634,0.9999626874923706
wide,2,True,1.63,0.9999553561210632,0.9999509811401367,0.999958963394165,0.999944806098938,0.999963641166687
wide,2,True,1.73,0.9999566674232483,0.9999516201019287,0.9999599361419678,0.9999462366104126,0.9999639987945557
wide,2,True,1.83,0.9999579191207886,0.9999526834487915,0.9999610090255737,0.9999475479125977,0.9999648332595825
wide,2,True,1.93,0.9999589920043945,0.9999536371231079,0.9999623203277588,0.9999487400054932,0.9999661445617676
wide,2,True,2.03,0.9999598860740662,0.9999546098709107,0.9999636220932007,0.9999488592147827,0.999967098236084
wide,2,True,2.13,0.9999608397483826,0.9999556636810303,0.9999645853042602,0.9999496936798096,0.9999679327011108
wide,2,True,2.23,0.9999618530273438,0.9999566078186035,0.9999654102325439,0.9999508857727051,0.9999691247940063
wide,2,True,2.33,0.9999622702598572,0.9999573612213135,0.9999657869338989,0.9999517202377319,0.9999698400497437
wide,2,True,2.43,0.9999622106552124,0.9999572229385376,0.999965877532959,0.9999524354934692,0.9999699592590332
wide,2,True,2.53,0.9999626874923706,0.9999577188491822,0.999965877532959,0.9999529123306274,0.9999703168869019
wide,2,True,2.63,0.9999629259109497,0.9999583053588867,0.999966025352478,0.9999533891677856,0.9999707937240601
wide,2,True,2.73,0.9999632239341736,0.9999588918685913,0.9999663829803467,0.9999539852142334,0.9999711513519287
wide,2,True,2.83,0.999963641166687,0.9999594783782959,0.9999667406082153,0.9999544620513916,0.9999715089797974
wide,2,True,2.93,0.9999639987945557,0.9999599456787109,0.9999672079086304,0.9999549388885498,0.999971866607666
wide,2,True,3.03,0.9999642968177795,0.9999604225158691,0.9999674558639526,0.999955415725708,0.999971866607666
wide,2,True,3.13,0.9999645948410034,0.999960789680481,0.9999678039550781,0.9999557733535767,0.9999721050262451
wide,2,True,3.23,0.9999648928642273,0.9999609088897705,0.9999681520462036,0.9999560117721558,0.9999723434448242
wide,2,True,3.33,0.9999651908874512,0.9999611568450928,0.9999685001373291,0.9999561309814453,0.9999725818634033
wide,2,True,3.43,0.999965488910675,0.9999612855911255,0.9999688482284546,0.9999563694000244,0.9999728202819824
wide,2,True,3.53,0.9999659657478333,0.9999616527557373,0.9999693346023559,0.9999568462371826,0.9999731779098511
wide,2,True,3.63,0.9999665021896362,0.9999619007110596,0.9999699306488037,0.9999572038650513,0.9999736547470093
wide,2,True,3.73,0.9999668598175049,0.999962477684021,0.9999705171585083,0.9999575614929199,0.999974250793457
wide,2,True,3.83,0.9999673366546631,0.9999630451202393,0.999971113204956,0.9999579191207886,0.9999748468399048
wide,2,True,3.93,0.9999678134918213,0.9999635219573975,0.9999717092514038,0.9999583959579468,0.9999754428863525
wide,2,True,4.03,0.9999681711196899,0.9999638986587525,0.9999723148345947,0.9999589920043945,0.9999761581420898
wide,2,True,4.13,0.9999688267707825,0.9999645042419434,0.9999729108810425,0.9999598264694214,0.9999768733978271
wide,2,True,4.23,0.9999696016311646,0.9999653387069702,0.9999736261367798,0.9999607801437378,0.9999774694442749
wide,2,True,4.33,0.9999703168869019,0.9999662828445435,0.9999744606018066,0.999961256980896,0.9999781847000122
wide,2,True,4.43,0.9999732971191406,0.9999691343307495,0.9999772024154663,0.9999644756317139,0.9999806880950928
wide,2,True,4.53,0.9999809265136719,0.9999766445159912,0.9999838781356811,0.9999719858169556,0.9999861717224121
wide,2,True,4.63,0.9999864101409912,0.9999831008911133,0.9999885368347168,0.9999786615371704,0.999990701675415
wide,2,True,4.73,0.9999904036521912,0.9999889135360718,0.999991774559021,0.9999852180480957,0.9999932050704956
wide,2,True,4.83,0.9999929666519165,0.9999918937683105,0.9999939203262329,0.9999897480010986,0.9999948740005493
wide,2,True,4.93,0.9999946355819702,0.999993691444397,0.9999955797195434,0.9999922513961792,0.999996542930603
wide,2,True,5.03,0.9999963045120239,0.9999951219558716,0.999996771812439,0.999994158744812,0.9999971389770508
wide,2,True,5.13,0.9999970197677612,0.9999966621398926,0.9999972581863403,0.9999957084655762,0.999997615814209
wide,2,True,5.23,0.9999974966049194,0.9999972581863403,0.9999977350234985,0.9999967813491821,0.9999979734420776
wide,2,True,5.33,0.9999978542327881,0.999997615814209,0.9999979734420776,0.9999972581863403,0.9999980926513672
